SRC_POLICE_PRECINCT,lat,lon,hr
032,40.823944,-73.94056,09
076,40.67859,-73.99049,20
123,40.5426,-74.208336,12
017,40.74668,-73.9745,22
024,40.79653,-73.97597,13
088,40.696087,-73.97533,07
001,40.723278,-74.00799,18
009,40.727844,-73.98223,12
010,40.743935,-74.001045,14
013,40.742813,-73.98865,12
014,40.749794,-73.99149,21
017,40.74608,-73.974945,20
020,40.785534,-73.98401,12
023,40.787693,-73.94148,19
033,40.846153,-73.932335,09
041,40.826996,-73.88738,20
006,40.731125,-74.004234,22
017,40.754505,-73.965706,19
041,40.81867,-73.89191,00
005,40.71384,-73.99273,12
013,40.746155,-73.99275,10
023,40.78663,-73.946785,08
024,40.78917,-73.96868,09
060,40.58379,-73.98282,19
076,40.67627,-74.003204,08
123,40.519623,-74.220146,11
017,40.744778,-73.97589,13
020,40.778793,-73.98206,18
024,40.80174,-73.96477,08
033,40.841652,-73.94115,07
081,40.695114,-73.93194,00
101,40.599873,-73.761566,05
028,40.80284,-73.95282,16
076,40.67773,-74.00234,08
088,40.687183,-73.9766,14
001,40.718834,-74.00239,14
005,40.712257,-73.99482,07
006,40.73382,-74.01022,12
010,40.741734,-74.00309,23
017,40.74608,-73.974945,17
018,40.76639,-73.98209,11
024,40.800777,-73.97436,11
032,40.814373,-73.944374,00
033,40.845436,-73.92857,18
060,40.574802,-73.97353,09
078,40.672832,-73.96908,12
081,40.676937,-73.92183,17
020,40.78492,-73.97331,01
041,40.825054,-73.89117,18
076,40.688614,-73.999435,11
081,40.692127,-73.938225,07
123,40.528,-74.23547,13
010,40.759624,-73.99548,06
018,40.765568,-73.98745,12
023,40.795338,-73.9496,22
028,40.806355,-73.953964,18
076,40.68473,-74.00102,05
007,40.717724,-73.98577,19
033,40.8414,-73.94257,16
001,40.714214,-74.00852,12
005,40.72271,-73.998116,15
017,40.750217,-73.979065,22
032,40.81977,-73.93673,19
033,40.841187,-73.93215,09
041,40.817966,-73.89451,07
007,40.719547,-73.9749,05
018,40.770325,-73.9877,11
020,40.77178,-73.9792,19
028,40.803215,-73.95254,05
078,40.6628,-73.978355,15
101,40.595562,-73.74711,19
013,40.735878,-73.98531,21
020,40.778183,-73.98065,17
032,40.820293,-73.94378,16
078,40.670593,-73.98047,16
088,40.687233,-73.96139,15
101,40.596104,-73.760414,19
014,40.750988,-73.99063,17
024,40.79926,-73.97489,21
081,40.687496,-73.93297,11
088,40.68682,-73.96959,00
094,40.72615,-73.93888,01
101,40.606937,-73.76082,00
010,40.755955,-73.9984,22
018,40.766045,-73.983376,23
023,40.79293,-73.94791,19
028,40.805153,-73.95112,12
033,40.841187,-73.93215,02
041,40.820145,-73.890656,06
123,40.540447,-74.165,14
017,40.75425,-73.96899,06
024,40.788475,-73.96702,16
028,40.800884,-73.952515,20
088,40.68046,-73.96136,16
123,40.515606,-74.19679,09
033,40.837418,-73.93932,08
081,40.688347,-73.925476,21
101,40.60216,-73.74549,14
005,40.712307,-73.99437,15
010,40.759525,-73.99925,14
013,40.738045,-73.996346,16
014,40.750156,-73.97699,01
018,40.76788,-73.9815,06
024,40.791466,-73.97411,15
094,40.71967,-73.93967,21
006,40.733433,-73.9955,20
032,40.818245,-73.93786,00
078,40.68405,-73.97746,16
014,40.747276,-73.989624,06
017,40.743187,-73.97207,07
018,40.764996,-73.976715,13
023,40.787506,-73.9383,16
033,40.844048,-73.94115,00
088,40.686817,-73.97821,09
101,40.598675,-73.74026,16
013,40.73978,-73.97951,21
028,40.80123,-73.9577,08
041,40.822475,-73.89687,18
094,40.71558,-73.960144,10
006,40.728634,-74.0001,17
017,40.752396,-73.97233,12
018,40.762646,-73.97533,09
050,40.88533,-73.895065,20
060,40.577995,-73.95964,10
078,40.683514,-73.97596,10
088,40.69313,-73.96984,07
007,40.712463,-73.99241,21
014,40.74518,-73.982735,13
033,40.835724,-73.94366,17
006,40.732315,-74.00052,16
007,40.721233,-73.98778,15
101,40.608627,-73.756935,09
123,40.53275,-74.238976,02
005,40.718586,-73.990715,00
076,40.684036,-73.999,16
088,40.682003,-73.9687,12
123,40.506187,-74.2349,08
009,40.7215,-73.98021,19
032,40.815304,-73.94371,17
033,40.847248,-73.93687,14
041,40.81614,-73.894875,05
081,40.686436,-73.9292,18
101,40.605244,-73.75508,01
001,40.721638,-74.011894,18
006,40.72882,-74.0053,15
007,40.714943,-73.976654,05
028,40.802906,-73.94576,19
076,40.67602,-74.001236,05
088,40.682594,-73.962654,11
007,40.72164,-73.989136,09
009,40.72697,-73.9875,09
010,40.749973,-74.002525,20
018,40.76178,-73.97064,12
024,40.800602,-73.97426,00
078,40.671555,-73.987724,07
081,40.68259,-73.928986,14
101,40.595734,-73.77478,17
123,40.543335,-74.164276,10
013,40.73831,-73.98775,20
023,40.788948,-73.94057,17
006,40.726933,-73.99992,16
007,40.719204,-73.99037,20
014,40.75796,-73.98748,11
028,40.806347,-73.95198,12
088,40.6864,-73.9685,16
101,40.596493,-73.76399,19
007,40.719204,-73.99037,15
013,40.74291,-73.99281,04
001,40.704796,-74.01669,09
013,40.74446,-73.99255,04
014,40.75348,-73.980896,03
017,40.743782,-73.97352,13
023,40.79428,-73.94902,16
032,40.81666,-73.938995,10
060,40.582874,-73.98053,22
081,40.694016,-73.93128,14
088,40.692024,-73.9818,12
101,40.592087,-73.786255,07
007,40.71664,-73.97561,04
020,0.0,0.0,17
023,40.795536,-73.9481,14
028,40.803116,-73.95633,21
060,40.58904,-73.96427,00
078,40.68342,-73.97545,18
101,40.59548,-73.76642,17
001,40.713608,-74.00679,11
123,40.53783,-74.19477,10
005,40.716198,-74.000145,09
006,40.728065,-73.99896,18
014,40.75118,-73.99693,08
018,40.75843,-73.973076,17
024,40.793556,-73.967026,12
041,40.82324,-73.88856,15
006,40.729446,-74.00518,17
010,40.75458,-73.99915,00
023,40.791878,-73.945435,18
032,40.8122,-73.94226,06
033,40.83349,-73.94158,00
076,40.675198,-74.015434,03
078,40.668404,-73.9847,10
007,40.716923,-73.98322,14
013,40.740852,-73.985886,20
014,40.7591,-73.99214,16
032,40.81458,-73.94795,19
060,40.57293,-74.00032,21
076,40.673107,-73.99959,23
078,40.670628,-73.971825,00
010,40.75578,-74.00199,10
013,40.737194,-73.97447,05
014,40.74518,-73.982735,23
020,40.77537,-73.98772,06
023,40.796158,-73.947655,19
024,40.79672,-73.96864,09
060,40.58115,-73.96376,09
088,40.693512,-73.97998,12
094,40.72979,-73.948265,20
006,40.726933,-73.99992,14
032,40.810127,-73.94514,07
041,40.81666,-73.888,19
081,40.67786,-73.93863,19
013,40.746273,-73.98918,07
023,40.798107,-73.944115,07
081,40.686825,-73.93881,17
088,40.685226,-73.978294,23
007,40.718555,-73.988205,22
013,40.73635,-73.97502,05
020,40.776722,-73.979294,18
041,40.822807,-73.89288,08
060,40.58523,-73.989235,18
081,40.68902,-73.92122,14
094,40.722576,-73.94049,00
123,40.561092,-74.16984,13
006,40.735302,-74.00494,19
017,40.75425,-73.96899,04
050,40.8684,-73.90096,16
001,40.705307,-74.00488,09
010,40.7615,-73.997826,09
014,40.75595,-73.99074,14
020,40.774677,-73.98221,10
032,40.815826,-73.947044,17
033,40.841843,-73.94539,13
041,40.81322,-73.897835,05
081,40.677414,-73.93033,21
001,40.70822,-74.01439,09
005,40.72084,-74.00066,17
010,40.749302,-74.00807,18
013,40.73817,-73.97761,22
017,40.74255,-73.97744,20
018,40.763428,-73.99271,18
020,40.77125,-73.9796,16
028,40.804417,-73.955376,18
076,40.68202,-73.98871,16
081,40.68843,-73.93125,07
032,40.820435,-73.93623,18
050,40.875122,-73.905174,17
076,40.691765,-73.99992,08
078,40.68305,-73.97377,20
094,40.729603,-73.95207,19
001,40.717175,-74.01288,14
017,40.7485,-73.974976,17
023,40.79393,-73.942314,10
050,40.909775,-73.90121,18
088,40.687023,-73.97621,02
123,40.531918,-74.19175,22
007,40.713947,-73.98354,17
023,40.785866,-73.950935,01
026,40.81796,-73.960365,08
030,40.820568,-73.959305,08
101,40.604176,-73.74569,08
123,40.513206,-74.24096,14
076,40.677254,-74.00646,10
101,40.599648,-73.74154,08
013,40.736885,-73.978546,08
076,40.67627,-74.003204,09
123,40.534325,-74.193016,20
001,40.72342,-74.003716,18
007,40.717762,-73.9838,13
009,40.721886,-73.977356,21
026,40.816032,-73.95432,07
033,40.846764,-73.933784,20
088,40.68259,-73.96671,11
005,40.717205,-73.99903,10
006,40.734295,-74.00717,18
009,40.72293,-73.98865,12
017,40.747627,-73.976746,12
024,40.792126,-73.97178,12
033,40.84658,-73.93337,03
009,40.725857,-73.989685,12
013,40.740395,-73.97909,06
018,40.76527,-73.97531,19
023,40.788532,-73.95322,17
028,40.804417,-73.955376,18
018,40.761658,-73.986565,16
020,40.78452,-73.97948,16
030,40.823257,-73.94293,15
081,40.683414,-73.92282,00
109,40.79197,-73.82059,08
006,40.731785,-73.99527,23
007,40.71377,-73.98541,11
013,40.743675,-73.99466,15
018,40.761093,-73.98327,04
020,40.789536,-73.98226,02
023,40.793743,-73.93706,12
030,40.826427,-73.950455,04
033,40.83939,-73.93755,00
076,40.67812,-74.00316,17
076,40.687035,-73.99688,12
081,40.681572,-73.92579,12
123,40.557453,-74.20417,17
013,40.730644,-73.97329,03
020,40.77224,-73.990005,21
030,40.82773,-73.94952,18
032,40.81337,-73.94884,21
020,40.77622,-73.97596,22
028,40.800926,-73.94922,21
033,40.841152,-73.942696,20
081,40.679276,-73.92906,21
088,40.682003,-73.9687,13
005,40.716198,-74.000145,06
010,40.756645,-73.998116,22
020,40.786827,-73.973015,19
023,40.791286,-73.94403,14
028,40.808292,-73.94883,18
076,40.683956,-73.98956,18
001,40.713253,-74.00926,19
006,40.7407,-74.008965,18
007,40.718567,-73.9834,09
009,40.72841,-73.98357,20
014,40.750294,-73.99485,18
030,40.82451,-73.95186,17
033,40.835308,-73.94398,21
101,40.596104,-73.760414,23
028,40.806778,-73.943115,22
076,40.683067,-73.99557,09
109,40.76465,-73.823494,21
013,40.74036,-73.97318,08
018,40.767563,-73.98695,17
024,40.79991,-73.96854,20
032,0.0,0.0,17
033,40.835003,-73.9413,09
081,40.696686,-73.9378,15
001,40.719776,-74.00681,09
006,40.73718,-73.998535,02
007,40.71039,-73.98662,01
010,40.745228,-74.00597,16
018,40.75793,-73.98357,14
020,40.781837,-73.979294,13
028,40.810764,-73.9526,13
009,40.72656,-73.972046,10
010,40.75941,-73.99562,03
013,40.736904,-73.98666,08
023,40.79124,-73.94597,13
001,40.7079,-74.00603,11
006,40.72543,-73.99678,09
013,40.744865,-73.99347,13
014,40.756557,-73.986115,17
017,40.753242,-73.96662,15
023,40.791557,-73.93866,13
007,40.714745,-73.98261,11
009,40.722744,-73.981316,01
101,40.60021,-73.74347,16
001,40.7095,-74.01182,08
013,40.745422,-73.990974,20
033,40.845524,-73.93893,21
001,40.703316,-74.007774,09
005,40.7081,-73.999405,23
017,40.74854,-73.97315,11
032,40.81401,-73.94466,08
033,40.84771,-73.93798,14
041,40.817814,-73.89318,09
060,40.578438,-73.96805,17
081,40.687077,-73.92355,07
101,40.592552,-73.78702,19
020,40.771053,-73.98715,17
123,40.537865,-74.19192,16
006,40.72615,-73.99734,23
010,40.760822,-73.99832,17
024,40.787857,-73.96745,22
076,40.691193,-73.99777,14
123,40.54653,-74.180435,08
005,40.714363,-74.000465,16
006,40.742374,-74.0088,04
024,40.797215,-73.969925,08
032,40.815304,-73.94371,17
033,40.835323,-73.94596,18
060,40.58667,-73.966156,11
081,40.68389,-73.93823,23
001,40.701786,-74.01066,16
007,40.71738,-73.99131,20
010,40.758755,-73.995346,13
033,40.84429,-73.93558,21
060,40.574295,-73.98869,07
081,40.682877,-73.93206,18
105,40.72106,-73.75945,11
018,40.758537,-73.97721,18
123,40.56246,-74.17743,18
001,40.71495,-74.0097,10
013,40.74253,-73.98465,09
017,40.749485,-73.97539,16
020,40.77242,-73.97873,23
060,40.58097,-73.976326,08
123,40.511726,-74.24947,00
041,40.81322,-73.897835,05
060,40.5825,-73.96118,06
088,40.69321,-73.97188,13
101,40.604782,-73.754005,20
007,40.715263,-73.976326,00
014,40.746784,-73.98576,19
081,40.68789,-73.936035,02
120,40.637936,-74.07428,04
013,40.73602,-73.98228,12
014,40.748367,-73.9941,14
032,40.80917,-73.94089,19
033,40.847168,-73.93394,10
076,40.677944,-74.006805,10
001,40.720264,-74.00615,12
017,40.756382,-73.96433,21
060,40.584774,-73.96011,15
076,40.682133,-74.00038,13
094,40.7241,-73.95099,17
101,40.600567,-73.7621,07
123,40.5142,-74.25005,10
007,40.71918,-73.985435,00
013,40.737064,-73.99404,10
017,40.74441,-73.972984,10
018,40.76593,-73.99088,21
023,40.78614,-73.93929,00
041,40.826157,-73.88881,02
050,40.90104,-73.89689,07
078,40.673485,-73.97296,14
032,40.832413,-73.93544,23
050,40.879807,-73.906586,02
076,40.674362,-74.00682,11
005,40.71975,-73.992165,22
023,40.790165,-73.95411,23
033,40.84544,-73.93869,08
048,40.845837,-73.892006,12
060,40.58848,-73.991875,10
076,40.673107,-73.99959,19
120,40.63101,-74.12921,23
010,40.75175,-74.007935,09
013,40.737194,-73.97447,19
028,40.802177,-73.95008,20
032,40.81666,-73.938995,11
042,40.832016,-73.896286,01
088,40.68433,-73.959114,08
094,40.71976,-73.94476,16
023,40.78838,-73.94701,13
041,40.819267,-73.884865,15
123,40.534325,-74.193016,13
010,40.757107,-73.99731,09
018,40.77146,-73.994354,16
028,40.81084,-73.95068,23
032,40.82694,-73.9402,20
042,40.83501,-73.90353,23
048,40.836617,-73.87377,15
076,40.679943,-73.98956,11
094,40.728394,-73.95344,10
001,40.719837,-74.005196,23
005,40.71236,-73.99375,15
018,40.76258,-74.0004,12
049,40.854263,-73.869385,15
050,40.89711,-73.88008,07
120,40.634003,-74.0984,06
005,40.716644,-73.99582,05
017,40.7606,-73.964325,22
032,40.811565,-73.942726,15
041,40.81943,-73.88972,20
060,40.578938,-73.98522,19
078,40.672443,-73.991325,08
007,40.718143,-73.98258,15
010,40.75834,-73.996414,12
013,40.742226,-73.99702,09
023,40.790276,-73.9396,15
025,40.807396,-73.93862,00
081,40.6831,-73.93209,13
088,40.68174,-73.95859,01
094,40.719246,-73.95407,03
025,40.806915,-73.93557,06
042,40.842987,-73.900345,10
048,40.848133,-73.88885,06
060,40.58667,-73.966156,21
070,40.653584,-73.96518,05
123,40.529453,-74.211006,08
001,40.709152,-74.01055,13
007,40.720966,-73.98218,00
014,40.756035,-73.98695,22
032,40.810318,-73.943634,14
060,40.58422,-73.96863,03
017,40.758965,-73.95819,23
023,40.787857,-73.951614,10
028,40.80778,-73.95293,20
048,40.849106,-73.89495,20
049,40.85838,-73.85351,23
070,40.61324,-73.94887,16
076,40.684006,-74.001656,12
120,40.63157,-74.0775,01
005,40.720623,-73.99498,17
013,40.742237,-73.97961,20
041,40.820984,-73.8934,03
049,40.865475,-73.85774,14
081,40.677563,-73.93309,14
123,40.54918,-74.19265,15
017,40.747627,-73.976746,20
023,40.794754,-73.94235,18
042,40.827755,-73.9117,13
048,40.854248,-73.89399,14
049,40.86791,-73.86829,16
078,40.67647,-73.969315,16
094,40.722576,-73.94049,05
112,40.711845,-73.859764,11
120,40.63416,-74.12194,23
010,40.75088,-74.00392,14
018,40.76099,-73.99077,12
023,40.78445,-73.94696,00
033,40.84587,-73.935555,17
060,40.57916,-73.98309,20
070,40.64507,-73.95803,20
088,40.685764,-73.97308,05
123,40.563755,-74.17759,00
005,40.717846,-73.99974,17
025,40.7968,-73.929375,18
001,40.72135,-74.00465,16
041,40.821007,-73.89666,12
042,40.822575,-73.913284,17
048,40.839638,-73.88181,08
060,40.58359,-73.98721,07
070,40.652145,-73.95916,01
112,40.72145,-73.84399,16
005,40.710903,-73.992096,09
010,40.74702,-73.9986,09
013,40.743553,-73.99433,04
014,40.757114,-73.98355,06
018,40.760372,-73.9852,20
034,40.857166,-73.92824,08
048,40.844852,-73.89283,14
081,40.681515,-73.92637,09
010,40.75462,-73.99713,06
013,40.73914,-73.98294,18
018,0.0,0.0,10
028,40.80777,-73.94549,13
041,40.82625,-73.894844,20
050,40.879807,-73.906586,00
078,40.674,-73.982285,13
014,40.75594,-73.98333,17
060,40.579967,-73.98554,15
081,40.679276,-73.92906,19
010,40.74226,-74.00253,19
014,40.749786,-73.98778,13
033,40.84434,-73.93602,04
048,40.850307,-73.88644,00
094,40.715996,-73.943886,11
120,40.6259,-74.08873,21
007,40.721222,-73.98864,21
010,40.745003,-73.99985,10
013,40.738503,-73.973526,04
028,40.80167,-73.956825,16
088,40.68285,-73.97279,19
005,40.716927,-74.000824,11
014,40.75671,-73.986465,17
018,40.767307,-73.98014,05
023,40.795048,-73.950554,05
041,40.817795,-73.89319,09
078,40.669655,-73.99253,13
081,40.678425,-73.92744,15
123,40.50635,-74.23847,05
007,40.719547,-73.9749,11
028,40.805153,-73.95112,18
048,40.85363,-73.88667,12
076,40.678097,-74.00235,10
088,40.696323,-73.975784,13
001,40.72424,-74.00219,20
005,40.724136,-73.992615,20
007,40.7107,-73.98471,12
014,40.757908,-73.9893,22
034,40.86369,-73.91707,08
050,40.87717,-73.90316,07
120,40.645218,-74.10795,07
032,0.0,0.0,15
034,40.851685,-73.94312,15
048,40.856434,-73.886826,06
060,40.578777,-73.989525,15
078,40.662422,-73.98105,11
081,40.690002,-73.92413,00
088,40.67983,-73.9583,23
007,40.711533,-73.98063,17
023,40.793552,-73.945335,09
049,40.84622,-73.86732,15
081,40.69973,-73.9402,11
017,40.755516,-73.961105,05
042,40.824635,-73.91298,00
048,40.842064,-73.87609,15
049,40.84398,-73.8696,01
001,40.72693,-74.000916,17
005,40.715454,-73.998024,23
014,40.751175,-73.98706,19
034,40.873123,-73.91179,22
041,40.822643,-73.88606,03
088,40.68947,-73.96911,13
005,40.715652,-73.99645,11
010,40.758305,-74.000145,17
018,40.76549,-73.993744,20
023,40.78806,-73.95357,08
028,40.80882,-73.948,14
076,40.68573,-74.002365,23
112,40.71091,-73.85373,21
120,40.61745,-74.101906,06
005,40.717857,-73.99618,12
013,40.73986,-73.977745,15
033,40.842922,-73.939224,10
034,40.860645,-73.92734,04
041,40.822533,-73.88509,06
042,40.828728,-73.90326,21
050,40.880547,-73.902016,21
123,40.508133,-74.24997,00
010,40.74595,-73.99802,07
014,40.747543,-73.984535,23
018,40.77146,-73.994354,13
023,40.789684,-73.94815,14
025,40.797546,-73.94118,11
033,40.837906,-73.93835,16
048,40.83801,-73.87329,12
078,0.0,0.0,16
094,40.72843,-73.94652,06
112,40.720165,-73.844795,11
034,40.855156,-73.9321,04
050,40.87314,-73.90572,16
060,40.57698,-73.981575,12
123,40.513092,-74.24857,08
005,40.71888,-73.991615,14
014,40.75638,-73.991776,11
032,40.81914,-73.93719,15
049,40.850227,-73.844086,09
069,40.64954,-73.899475,00
081,40.69349,-73.93304,07
001,40.706013,-74.00882,12
041,40.82516,-73.89487,13
094,40.738922,-73.95525,17
112,40.72293,-73.847336,08
120,40.63219,-74.08878,22
010,40.749302,-74.00807,00
013,40.74044,-73.9946,04
014,40.757145,-73.99357,08
018,40.76051,-73.99485,18
023,40.790367,-73.949776,11
025,40.81006,-73.93551,17
050,40.87581,-73.900536,12
076,40.691193,-73.99777,14
081,40.677715,-73.93587,10
120,40.635647,-74.07688,13
007,40.719204,-73.99037,14
050,40.894653,-73.882484,19
070,40.649395,-73.9609,21
088,40.691544,-73.9685,19
123,40.515965,-74.24373,22
001,40.725502,-74.00844,01
023,40.78588,-73.94884,14
048,40.84519,-73.900734,13
049,40.850883,-73.84342,17
123,40.55485,-74.16853,11
018,40.76588,-73.99464,12
023,40.786175,-73.9457,23
042,40.83015,-73.89337,18
078,40.67255,-73.988045,10
010,40.758976,-73.99394,17
013,40.742706,-73.984535,22
017,40.75425,-73.96899,14
034,40.853714,-73.92681,14
041,40.822285,-73.89174,17
042,40.83501,-73.90353,02
069,40.638226,-73.895996,09
007,40.718307,-73.99085,07
013,40.739685,-73.986725,13
075,40.66765,-73.89187,16
075,40.65698,-73.88943,14
075,40.665745,-73.89816,07
075,40.679485,-73.897026,16
075,40.659718,-73.89043,07
075,40.669857,-73.86005,08
075,40.674515,-73.88706,21
075,40.679535,-73.900475,01
075,40.677036,-73.878654,13
075,40.679493,-73.88609,22
075,40.68239,-73.876625,14
075,40.67086,-73.87424,19
075,40.669228,-73.8962,16
022,40.76871,-73.969986,16
100,40.580894,-73.83989,09
100,40.59004,-73.8038,18
020,40.769905,-73.98057,19
006,40.732494,-74.00184,12
006,40.73755,-74.00649,20
030,40.822174,-73.95211,09
022,40.789093,-73.95638,09
028,40.80202,-73.94969,20
010,40.760822,-73.99832,23
076,40.677437,-73.99648,18
010,0.0,0.0,16
013,40.741642,-73.97817,20
013,40.74308,-73.99325,03
018,40.768154,-73.992966,13
014,40.747704,-73.99067,11
018,40.762894,-73.98369,16
088,40.684204,-73.96806,13
014,40.75081,-73.98285,11
060,40.576275,-73.98796,06
001,40.72216,-74.01012,17
017,40.7461,-73.97904,12
032,40.811565,-73.942726,09
041,40.80613,-73.88912,20
084,40.68491,-73.97967,14
078,40.676037,-73.97953,14
071,40.657093,-73.95026,08
050,40.875057,-73.90451,05
071,40.663902,-73.93993,17
071,40.65742,-73.95028,14
094,40.7263,-73.94913,22
100,40.58119,-73.83225,23
046,40.856987,-73.90897,18
100,40.60644,-73.81953,12
046,40.84921,-73.90011,01
026,40.813778,-73.959694,17
070,40.64872,-73.96491,13
100,40.58932,-73.8115,10
026,40.81848,-73.9553,00
046,40.8518,-73.909225,00
100,40.595226,-73.800934,11
120,40.61653,-74.08699,11
112,40.728836,-73.8659,16
025,40.80822,-73.93673,05
025,40.80407,-73.93461,08
111,40.758877,-73.7361,23
111,40.75455,-73.74317,13
026,40.81701,-73.9595,11
069,40.636242,-73.893776,07
112,40.71659,-73.86184,18
069,40.639275,-73.90746,11
120,40.62424,-74.08074,13
026,40.809216,-73.96554,10
049,40.850792,-73.86655,11
079,40.695377,-73.94921,17
100,40.591934,-73.800095,22
034,40.86676,-73.920616,19
025,40.807713,-73.94132,06
026,40.81339,-73.95627,00
045,40.859245,-73.81814,18
024,40.797813,-73.971344,05
044,40.843372,-73.904945,17
069,40.640568,-73.91391,18
110,40.74705,-73.88936,03
026,40.809338,-73.95922,21
073,40.659756,-73.90628,06
040,40.814934,-73.91496,22
026,40.810627,-73.95828,14
044,40.83214,-73.92729,07
066,40.636566,-73.997696,17
024,40.79672,-73.97618,13
026,40.807335,-73.9644,15
045,40.851925,-73.829315,11
052,40.867977,-73.89447,12
062,40.606293,-73.99191,21
066,40.633224,-73.995186,09
068,40.619152,-74.029854,20
030,40.83037,-73.94015,06
044,40.84497,-73.9092,06
062,40.62167,-73.991264,22
100,40.588997,-73.81629,00
103,40.690224,-73.79578,01
044,40.828728,-73.914734,07
066,40.62417,-73.97048,15
019,40.76817,-73.9528,06
024,0.0,0.0,12
026,40.80545,-73.965775,11
030,40.82402,-73.95645,05
068,40.625816,-74.0212,03
072,40.64329,-74.014854,07
019,40.764915,-73.95516,09
020,40.78324,-73.97455,12
068,40.624294,-74.01404,07
100,40.577755,-73.84799,13
026,40.817924,-73.94974,06
044,40.841816,-73.92245,19
083,40.695114,-73.93194,12
115,40.75609,-73.85858,01
122,40.601006,-74.09151,12
020,40.77428,-73.97738,19
061,40.59045,-73.94676,14
110,40.73594,-73.85887,01
061,40.60347,-73.94246,10
100,40.58399,-73.83007,02
122,40.605427,-74.0762,18
020,40.78461,-73.96984,15
026,40.818756,-73.95978,15
083,40.699024,-73.91623,12
102,40.70403,-73.81711,08
020,40.777843,-73.98775,22
024,40.79672,-73.97618,03
061,40.587738,-73.95041,16
100,40.59298,-73.789055,17
103,40.7145,-73.77114,13
083,40.703667,-73.9269,08
019,40.770752,-73.95695,16
030,40.820625,-73.95842,16
103,40.697346,-73.80214,15
006,40.728794,-74.00044,07
009,40.72293,-73.98865,17
026,40.81001,-73.958725,11
077,40.677513,-73.95913,12
121,40.623894,-74.16741,13
076,40.673107,-73.99959,23
081,40.696686,-73.9378,03
001,40.716278,-74.00454,11
005,40.7224,-73.99165,02
010,40.758976,-73.99394,10
018,40.759842,-73.984184,20
033,40.84415,-73.93897,08
041,40.80988,-73.88338,10
101,40.60216,-73.74549,07
005,40.716183,-74.00431,20
009,40.726463,-73.9771,23
032,40.813843,-73.942345,11
041,40.809345,-73.891914,13
123,40.54115,-74.23754,08
017,40.75323,-73.96487,00
028,40.806965,-73.955414,19
101,40.59567,-73.775734,15
105,40.71407,-73.729256,23
007,40.710464,-73.986626,14
018,40.760418,-73.97584,09
028,40.80824,-73.95259,22
033,40.83512,-73.94552,19
041,40.827656,-73.8861,07
060,40.57977,-73.97134,05
076,40.691193,-73.99777,11
101,40.593834,-73.76175,08
105,40.666573,-73.78632,16
001,40.704212,-74.011566,04
006,40.735714,-73.99295,20
005,40.719456,-73.99441,23
018,40.765743,-73.97989,17
032,40.81275,-73.94558,16
088,40.696117,-73.970436,20
101,40.59394,-73.7643,15
007,40.71738,-73.99131,17
023,40.79507,-73.93919,11
081,40.69122,-73.93969,18
013,40.741642,-73.97817,00
018,40.75902,-73.9861,13
028,40.809494,-73.945564,11
076,40.67602,-74.001236,14
088,40.68432,-73.967064,09
101,40.605335,-73.75528,07
014,40.750843,-73.99026,09
023,40.788994,-73.94656,08
032,40.80983,-73.94246,09
078,40.66803,-73.983955,17
094,40.72642,-73.95471,14
018,40.763206,-73.98543,19
023,40.790627,-73.942444,01
033,40.842167,-73.944,09
088,40.68719,-73.974625,20
123,40.52799,-74.23567,17
010,40.752056,-74.00099,16
028,40.809727,-73.95304,12
041,40.812996,-73.89805,08
060,40.579197,-73.98195,20
078,40.67308,-73.983894,08
094,40.72838,-73.9503,10
005,40.716972,-73.99446,18
014,40.753525,-73.994545,19
048,40.847027,-73.89807,00
081,40.68007,-73.93746,09
001,40.71408,-74.01107,17
005,40.716644,-73.99582,01
032,40.82154,-73.94287,22
048,40.849106,-73.89495,00
007,40.71508,-73.9925,09
023,40.79149,-73.93577,03
028,40.80777,-73.94549,18
088,40.688553,-73.962845,10
123,40.56152,-74.17186,23
017,40.74747,-73.97636,12
018,40.759163,-73.988396,04
041,40.81666,-73.888,12
078,40.670574,-73.975204,20
081,40.685135,-73.93402,14
094,40.714912,-73.94784,21
123,40.53624,-74.19263,00
001,40.72255,-74.00631,17
005,40.72284,-73.99144,21
010,40.76139,-74.00175,19
014,40.750988,-73.99063,18
018,40.760056,-73.97884,11
033,40.83089,-73.941376,19
050,40.874474,-73.90031,05
120,40.64552,-74.077675,05
013,40.74291,-73.99281,20
060,40.583656,-73.98656,14
078,40.675488,-73.9811,16
081,40.67887,-73.92165,16
017,40.76092,-73.96704,18
023,40.793816,-73.94012,14
041,40.824654,-73.89194,14
123,40.54643,-74.20989,23
010,40.752686,-74.000534,21
013,40.73574,-73.98705,19
014,40.751045,-73.977165,23
028,40.799843,-73.95246,09
033,40.848793,-73.94358,09
076,40.68742,-73.999725,21
088,40.698544,-73.96236,00
094,40.727566,-73.929276,20
120,40.625698,-74.10924,08
001,40.718456,-74.007454,13
005,40.72266,-73.999115,11
028,40.80574,-73.94863,11
041,40.820187,-73.890686,16
050,40.88302,-73.89427,19
010,40.74206,-74.00209,15
018,40.76669,-73.98075,15
028,40.807667,-73.94929,08
032,40.824757,-73.94052,21
033,40.8453,-73.93827,15
076,40.683125,-73.98744,20
078,40.68442,-73.97839,06
081,40.687557,-73.93896,01
120,40.62782,-74.12126,13
013,40.741623,-73.993744,16
048,40.848133,-73.88885,18
050,40.876545,-73.90456,10
081,40.68121,-73.92243,20
094,40.724266,-73.939514,18
010,40.75898,-73.99595,03
