SRC_POLICE_PRECINCT,lat,lon,hr
114,40.758705,-73.93793,07
090,40.703697,-73.966545,13
108,40.748913,-73.9374,05
067,40.65418,-73.91072,19
109,40.785057,-73.816475,21
075,40.67344,-73.90298,16
114,40.7697,-73.93273,19
109,40.753914,-73.80674,09
067,40.647114,-73.94338,23
090,40.705612,-73.9412,20
105,40.72558,-73.75262,14
108,40.746597,-73.90173,03
067,40.63465,-73.93727,04
075,40.67816,-73.897484,22
114,40.75303,-73.92163,15
109,40.788033,-73.845665,16
075,40.672844,-73.88943,02
090,40.710243,-73.9584,13
108,40.73442,-73.92238,12
090,40.708805,-73.92577,09
114,40.760235,-73.91799,21
114,40.767544,-73.91204,02
109,40.759113,-73.83418,00
075,40.646214,-73.876114,20
108,40.746033,-73.93441,05
114,40.759037,-73.94449,14
075,40.652878,-73.87706,11
105,40.728024,-73.74764,00
109,40.781,-73.77009,23
108,40.747746,-73.94062,11
109,40.76789,-73.838005,05
114,40.77337,-73.9273,20
067,40.65076,-73.95064,20
067,40.65401,-73.92737,21
105,40.689617,-73.72785,19
067,40.659485,-73.918304,08
075,40.661186,-73.88872,06
109,40.7452,-73.8249,12
067,40.64213,-73.92936,00
075,40.6653,-73.89615,13
114,40.761738,-73.90573,22
109,40.781,-73.77009,06
104,40.691452,-73.88517,17
067,40.649643,-73.95289,08
075,40.65342,-73.88898,20
105,40.7385,-73.72531,14
114,40.758274,-73.93336,07
075,40.656033,-73.863846,08
047,40.892082,-73.837654,07
061,40.58945,-73.960526,11
066,40.647297,-73.9803,18
102,40.696457,-73.83697,21
106,40.664192,-73.841125,18
019,40.77428,-73.957306,10
067,40.6575,-73.91609,14
068,40.6167,-74.03085,17
104,40.718483,-73.91311,06
115,40.761127,-73.867935,19
044,40.826782,-73.92095,16
061,40.586536,-73.93926,15
066,40.626183,-73.994156,01
083,40.699024,-73.91623,13
109,40.774,-73.83001,21
111,40.760933,-73.73113,12
113,40.701347,-73.7553,01
114,40.77345,-73.91398,15
045,40.836792,-73.84669,14
052,40.880505,-73.885956,08
062,40.618595,-73.99847,03
072,40.65431,-74.004425,08
103,40.69737,-73.808876,23
109,40.75814,-73.816536,07
115,40.772045,-73.87623,21
121,40.62459,-74.14129,17
040,40.809044,-73.92856,21
047,40.89594,-73.859375,13
107,40.706627,-73.815956,20
114,40.77368,-73.90507,16
115,40.750854,-73.85832,06
044,40.832714,-73.92876,03
072,40.655827,-73.98123,19
104,40.712902,-73.90608,14
121,40.590416,-74.15258,19
122,40.595497,-74.084076,15
019,40.76348,-73.96728,12
044,40.845104,-73.91494,20
045,40.816875,-73.81243,12
062,40.62207,-73.99984,11
102,40.68469,-73.843185,14
111,40.73873,-73.7573,17
115,40.765617,-73.87379,03
044,40.84543,-73.91399,09
067,40.640827,-73.950424,18
068,40.61664,-74.01654,19
109,40.75383,-73.81841,11
113,40.67973,-73.76162,23
115,40.757824,-73.86101,14
040,40.81108,-73.9273,09
045,40.83737,-73.83142,21
047,40.876274,-73.8692,00
061,40.60418,-73.9667,18
067,40.65388,-73.954285,06
102,40.690865,-73.83931,16
106,40.67228,-73.852844,20
107,40.733078,-73.79202,17
111,40.74989,-73.77436,00
044,40.84128,-73.91366,15
049,40.866077,-73.84073,10
062,40.62368,-73.99772,17
072,40.655518,-74.00645,16
104,40.726067,-73.9089,07
113,40.681362,-73.766,15
115,40.748222,-73.87835,17
122,40.573742,-74.131966,02
019,40.784325,-73.94225,08
040,40.819885,-73.90726,14
103,40.687508,-73.80666,16
106,40.68786,-73.820015,21
114,40.75967,-73.92725,21
047,40.88032,-73.86361,18
052,40.867035,-73.896324,18
062,40.610676,-73.988365,19
066,40.640484,-73.99433,12
090,40.70807,-73.94333,10
108,40.72973,-73.91183,12
114,40.76573,-73.926445,07
115,40.752464,-73.859085,08
019,40.77719,-73.95225,11
040,40.804695,-73.92239,16
044,40.84299,-73.91099,10
068,40.639935,-74.02437,18
090,40.69897,-73.95702,02
043,40.81455,-73.865005,22
072,40.649525,-73.98072,22
106,40.667114,-73.834656,05
113,40.69992,-73.76517,00
040,40.815872,-73.9257,15
044,40.8398,-73.928665,15
061,40.586117,-73.93604,01
067,40.654217,-73.94413,16
068,40.63073,-74.01734,04
083,40.70567,-73.92142,08
107,40.73873,-73.81428,11
110,40.76417,-73.83967,14
115,40.747692,-73.89381,23
122,40.5703,-74.13418,14
047,40.89964,-73.85224,17
062,40.6128,-74.00717,20
066,40.616714,-73.971855,17
104,40.705616,-73.86575,04
109,40.75882,-73.81121,19
019,40.77148,-73.95476,14
066,40.60915,-73.96997,09
083,40.69864,-73.93819,10
103,40.707962,-73.755424,12
111,40.757725,-73.779274,16
114,40.75962,-73.927124,20
072,40.645596,-74.02055,23
090,40.7145,-73.961296,16
102,40.70024,-73.81759,03
106,40.685074,-73.83029,18
115,40.76276,-73.88953,00
040,40.808178,-73.92654,08
062,40.61836,-73.98889,06
083,40.70239,-73.924644,18
104,40.699837,-73.90869,02
108,40.735657,-73.9096,16
109,40.789528,-73.820435,11
110,40.742844,-73.85122,16
113,40.67339,-73.763245,04
019,40.766544,-73.95102,14
040,40.8123,-73.91411,14
045,40.869423,-73.825745,17
067,40.6481,-73.91474,19
072,40.64659,-73.99804,10
111,40.764435,-73.72269,18
122,40.61132,-74.114716,08
040,40.822628,-73.916695,09
044,40.828114,-73.93107,23
090,40.705833,-73.952705,15
114,40.76046,-73.917786,02
043,40.824085,-73.874344,03
061,40.596027,-73.939995,21
068,40.607655,-74.01703,23
111,40.758205,-73.777405,16
047,40.884815,-73.86755,23
072,40.66494,-73.99664,22
102,40.709896,-73.83941,08
104,40.705956,-73.8936,21
111,40.753036,-73.73947,17
113,40.679718,-73.773476,20
061,40.597286,-73.97037,18
062,40.613388,-73.995995,00
066,40.639774,-73.992455,16
103,40.690735,-73.7999,07
107,40.7042,-73.815254,09
108,40.746033,-73.93441,01
114,40.760983,-73.93574,16
121,40.62459,-74.14129,21
122,40.571335,-74.12874,14
019,40.761234,-73.96389,12
043,40.83609,-73.87039,13
047,40.89092,-73.85199,13
104,40.720154,-73.88967,15
106,40.667583,-73.83548,06
109,40.778713,-73.81235,11
114,40.758827,-73.915794,13
019,40.761234,-73.96389,07
040,40.807186,-73.924286,17
052,40.868546,-73.88832,18
061,40.609688,-73.95848,11
102,40.70224,-73.81677,15
103,40.71181,-73.78785,12
111,40.761436,-73.76995,16
040,40.818756,-73.90876,06
062,40.621567,-73.9942,22
067,40.651733,-73.93039,16
072,40.644722,-74.015755,20
106,40.660706,-73.84129,17
107,40.715557,-73.774994,06
122,40.59415,-74.086586,16
062,40.62051,-73.99248,00
066,40.621193,-73.9699,11
104,40.72545,-73.892654,01
108,40.739964,-73.89424,11
109,40.78214,-73.824844,09
110,40.747498,-73.853615,14
113,40.69083,-73.78706,03
044,40.828064,-73.91609,17
052,40.877285,-73.8741,11
061,40.596947,-73.95393,20
068,40.624565,-74.010185,09
107,40.724667,-73.820786,08
111,40.76226,-73.75699,20
114,40.761642,-73.91777,23
043,40.822903,-73.87005,12
066,40.636425,-74.00501,00
090,40.71473,-73.94208,06
103,40.695858,-73.80054,21
115,40.760826,-73.89012,11
062,40.60461,-73.99826,18
067,40.65917,-73.91827,08
102,40.69756,-73.85275,16
106,40.68662,-73.82319,05
121,40.63212,-74.132835,18
122,40.60057,-74.11339,14
047,40.890648,-73.84875,11
083,40.68836,-73.91615,13
108,40.742043,-73.95436,23
109,40.768166,-73.83749,14
110,40.742428,-73.86046,08
061,40.608383,-73.95917,13
107,40.727592,-73.81341,12
111,40.739746,-73.74998,11
113,40.671825,-73.774506,10
114,40.773876,-73.936455,14
122,40.586754,-74.08941,10
019,40.764896,-73.97256,11
044,40.84036,-73.91807,08
047,40.877296,-73.85212,12
062,40.591312,-73.99388,06
068,40.639126,-74.023224,08
083,40.6828,-73.90638,22
040,40.819702,-73.913414,23
043,40.841797,-73.85903,09
061,40.610504,-73.95767,18
108,40.7375,-73.93385,09
114,40.77039,-73.91771,10
122,40.546535,-74.16286,05
068,40.629646,-74.010704,12
090,40.704876,-73.95571,19
104,40.725925,-73.89088,10
106,40.66653,-73.806274,15
107,40.71071,-73.793045,23
110,40.742958,-73.88252,13
113,40.690685,-73.74958,03
062,40.600502,-73.98025,10
072,40.647297,-73.9803,16
083,40.69666,-73.93109,13
103,40.716343,-73.761406,00
109,40.75836,-73.83154,00
114,40.76201,-73.92869,04
121,40.60805,-74.15736,15
019,40.77417,-73.961136,16
045,40.83989,-73.8488,10
068,40.633217,-74.0135,11
103,40.698586,-73.814186,03
111,40.752598,-73.77564,13
115,40.754307,-73.89733,16
083,40.70219,-73.928345,12
102,40.685444,-73.86424,14
106,40.67172,-73.850975,09
107,40.726444,-73.76579,18
108,40.740894,-73.89961,19
113,40.674934,-73.80186,00
019,40.764053,-73.96476,05
043,40.825066,-73.866745,20
061,40.58331,-73.95202,14
072,40.655987,-74.002686,01
110,40.749264,-73.86847,21
111,40.764545,-73.792076,08
114,40.752975,-73.91024,14
043,40.83187,-73.86223,05
044,40.84506,-73.916855,03
104,40.69472,-73.90255,03
107,40.72752,-73.75879,23
109,40.742195,-73.81456,19
121,40.588192,-74.14591,18
043,40.833767,-73.87738,00
061,40.608807,-73.9532,21
107,40.71991,-73.809044,12
114,40.769653,-73.91857,14
044,40.841496,-73.92486,06
062,40.613403,-73.98071,04
103,40.71001,-73.79474,13
106,40.680256,-73.81521,14
043,40.8283,-73.88296,08
047,40.879482,-73.86045,09
072,40.666134,-73.99224,16
102,40.681114,-73.86379,21
105,40.75192,-73.70778,14
108,40.752155,-73.89995,17
109,40.762794,-73.83558,07
114,40.751602,-73.93384,04
090,40.710453,-73.93734,00
108,40.73736,-73.934074,04
114,40.76906,-73.92848,09
090,40.71249,-73.93848,00
105,40.654453,-73.73678,18
075,40.656033,-73.863846,09
109,40.784622,-73.85321,17
067,40.63611,-73.93744,16
108,40.740093,-73.89986,05
114,40.759068,-73.93507,22
067,40.651695,-73.94968,09
114,40.76282,-73.92029,08
075,40.671715,-73.88287,13
108,40.733685,-73.92396,10
105,40.7418,-73.72815,12
067,40.644775,-73.954575,15
114,40.768436,-73.91996,20
109,40.751484,-73.81698,18
114,40.77393,-73.92166,05
075,40.674385,-73.87897,11
105,40.711437,-73.74779,08
108,40.73556,-73.915054,13
105,40.659855,-73.75499,15
108,40.745113,-73.92021,10
109,40.742935,-73.82773,22
114,40.762012,-73.911,22
075,40.655132,-73.88917,22
105,40.66856,-73.75672,12
108,40.740273,-73.89586,22
109,40.765137,-73.79957,18
114,40.76963,-73.915855,12
075,40.675602,-73.89973,07
109,40.778713,-73.806206,01
108,40.740913,-73.95226,14
114,40.753075,-73.92139,18
105,40.66549,-73.75236,19
075,40.67562,-73.88826,15
109,40.770565,-73.835495,14
075,40.671318,-73.890884,09
108,40.738956,-73.890785,12
105,40.665028,-73.75402,12
109,40.76856,-73.82141,14
108,40.73934,-73.922325,08
075,40.67189,-73.895874,18
105,40.662186,-73.737946,20
108,40.730442,-73.91367,21
108,40.742043,-73.95436,06
105,40.718674,-73.73636,08
075,40.65911,-73.89922,06
105,40.715347,-73.74845,00
105,40.66337,-73.74959,01
109,40.75372,-73.83283,13
108,40.74202,-73.92656,09
075,40.675224,-73.89097,20
044,40.818558,-73.92732,05
105,40.754147,-73.722885,18
109,40.780327,-73.78476,13
075,40.676437,-73.87389,06
105,40.666573,-73.78632,08
109,40.794895,-73.822235,20
075,40.66177,-73.880135,19
105,40.737373,-73.71722,16
075,40.67482,-73.89368,09
105,40.6674,-73.773636,21
109,40.784554,-73.85502,00
105,40.665257,-73.739555,15
075,40.689297,-73.87406,23
075,40.671604,-73.86907,07
109,40.755486,-73.82472,21
105,40.665848,-73.75187,06
075,40.665176,-73.89122,18
109,40.788193,-73.79059,06
114,40.75539,-73.93505,00
105,40.67505,-73.73322,04
109,40.766922,-73.83548,15
075,40.652767,-73.8863,14
075,40.675804,-73.869156,10
105,40.69612,-73.746185,00
109,40.763588,-73.83603,22
109,40.74321,-73.82262,12
075,40.67113,-73.86132,01
105,40.71155,-73.744644,14
105,40.665337,-73.72938,12
105,40.65694,-73.76878,01
075,40.665493,-73.88475,08
109,40.791985,-73.81722,14
105,40.71143,-73.72845,07
075,40.65115,-73.890015,09
109,40.749348,-73.82585,08
075,40.67955,-73.879105,13
105,40.671574,-73.747505,20
109,40.761623,-73.82208,21
075,40.666706,-73.871826,14
109,40.789368,-73.78612,14
105,40.665855,-73.750046,20
075,40.67601,-73.88567,08
105,40.72654,-73.71589,10
109,40.755733,-73.796135,07
075,40.67118,-73.89181,08
075,40.657814,-73.89613,21
105,40.650387,-73.75712,05
109,40.738842,-73.81404,13
105,40.702354,-73.730415,19
109,40.786358,-73.794685,07
075,40.666706,-73.871826,09
105,40.661564,-73.73841,06
109,40.781647,-73.8367,20
075,40.682697,-73.88565,20
105,40.66584,-73.75551,02
109,40.75907,-73.79851,07
075,40.65414,-73.88732,16
105,40.65932,-73.759346,20
075,40.669724,-73.86097,22
109,40.771572,-73.81323,20
075,40.69118,-73.868065,07
109,40.760464,-73.826546,18
105,40.678417,-73.729225,16
075,40.650772,-73.884796,16
105,40.743652,-73.71836,15
105,40.662685,-73.75316,15
109,40.759396,-73.79941,22
075,40.67994,-73.88468,09
105,40.67843,-73.74736,00
075,40.672897,-73.87111,14
105,40.735565,-73.716545,13
105,40.638145,-73.741005,21
109,40.756126,-73.816414,14
075,40.67816,-73.897484,06
109,40.77163,-73.826584,20
075,40.68327,-73.88165,16
105,40.689465,-73.733986,07
109,40.785038,-73.85684,14
072,40.6532,-74.005585,07
090,40.709576,-73.95013,07
102,40.684044,-73.846794,18
103,40.703033,-73.797134,14
047,40.888054,-73.82016,19
062,40.60365,-73.99204,22
068,40.615627,-74.02871,18
109,40.755882,-73.830444,14
110,40.736748,-73.87305,14
043,40.83029,-73.850655,11
061,40.603035,-73.96137,16
067,40.66386,-73.92456,15
090,40.707596,-73.94831,12
102,40.70403,-73.81711,21
103,40.70842,-73.78818,20
106,40.66549,-73.819534,14
111,40.744892,-73.77022,15
113,40.6953,-73.74915,09
115,40.767765,-73.86499,04
019,40.777287,-73.957214,12
102,40.693382,-73.818855,17
121,40.588078,-74.16127,22
043,40.821285,-73.86371,16
047,40.88527,-73.85511,19
061,40.578506,-73.93455,09
067,40.647007,-73.946266,08
108,40.734314,-73.93803,14
044,0.0,0.0,16
068,40.61847,-74.021225,21
090,40.70372,-73.94293,20
104,40.70559,-73.85824,15
107,40.710953,-73.82154,06
113,40.66684,-73.78941,03
061,40.592155,-73.97516,22
062,40.59124,-73.99402,07
067,40.6534,-73.92375,18
109,40.75652,-73.821434,12
110,40.74231,-73.86948,09
114,40.765392,-73.9182,09
121,40.576805,-74.15918,17
019,40.76485,-73.96886,07
044,40.8297,-73.91932,16
047,40.880413,-73.86601,15
103,40.713375,-73.76298,08
111,40.7603,-73.74167,16
045,40.83527,-73.832245,15
062,40.607643,-73.97382,03
090,40.705,-73.92928,13
102,40.689243,-73.84501,17
106,40.66252,-73.84071,19
108,40.724426,-73.91488,13
113,40.692123,-73.75541,17
115,40.76217,-73.87041,22
047,40.889233,-73.86238,18
067,40.654316,-73.922165,12
072,40.640415,-74.01162,05
083,40.699818,-73.920135,09
110,40.746067,-73.88365,21
111,40.761837,-73.759415,11
047,40.895374,-73.86356,02
062,40.596222,-73.98897,20
083,40.699165,-73.914925,04
104,40.710754,-73.9051,14
108,40.74248,-73.9129,00
121,40.61244,-74.13231,22
122,40.590015,-74.09177,21
067,40.648243,-73.929,16
090,40.709446,-73.96091,01
044,40.84366,-73.92005,07
061,40.583652,-73.94356,16
083,40.68708,-73.913895,19
104,40.73201,-73.891365,08
106,40.666138,-73.82422,15
121,40.631554,-74.13338,14
122,40.5377,-74.15002,17
043,40.826683,-73.85138,15
068,40.62868,-74.012146,20
072,40.648464,-74.00683,21
090,40.71076,-73.95314,12
102,40.693787,-73.81173,05
108,40.734337,-73.91025,00
111,40.764267,-73.722946,22
113,40.666405,-73.802635,13
114,40.763443,-73.92419,21
044,40.830143,-73.92858,00
061,40.593014,-73.96079,19
110,40.744625,-73.88122,16
111,40.764267,-73.722946,03
122,40.604816,-74.0656,14
019,40.778812,-73.95609,21
067,40.632652,-73.94471,13
090,40.707012,-73.93871,17
102,40.707954,-73.83715,22
103,40.707893,-73.78673,00
107,40.70975,-73.79562,12
122,40.59589,-74.085884,15
068,40.626114,-74.03505,17
102,40.69773,-73.81409,22
104,40.71235,-73.90354,23
114,40.773865,-73.91762,10
115,40.74657,-73.89419,17
103,40.689945,-73.80508,12
106,40.666756,-73.83653,09
109,40.78356,-73.82449,08
113,40.69831,-73.755936,10
043,40.823956,-73.877144,19
047,40.89171,-73.85446,16
062,40.61212,-73.98323,11
068,40.633724,-74.02389,02
108,40.743214,-73.907166,18
111,40.753788,-73.744286,09
043,40.835835,-73.87308,17
083,40.6915,-73.90956,18
104,40.715813,-73.91212,02
122,40.582756,-74.13041,18
068,40.622116,-74.04018,13
083,40.694138,-73.92649,01
090,40.70604,-73.94129,11
107,40.721737,-73.75851,21
114,40.750965,-73.94027,09
043,40.82855,-73.85963,18
061,40.607082,-73.94607,17
062,40.600136,-74.00271,12
067,40.65768,-73.925415,20
103,40.69922,-73.806435,09
122,40.553192,-74.164345,15
044,40.834515,-73.91771,17
067,40.653996,-73.93744,16
104,40.70041,-73.90368,12
106,40.66669,-73.81173,23
108,40.740273,-73.89586,13
110,40.74451,-73.87655,16
044,40.840225,-73.91769,07
061,40.58945,-73.960526,09
062,40.6017,-73.97342,18
066,40.620914,-73.9753,19
108,40.746033,-73.93441,08
090,40.701862,-73.94383,18
105,40.704514,-73.740105,15
067,40.648117,-73.931015,18
114,40.758224,-73.91741,17
108,40.741154,-73.919106,22
109,40.760994,-73.82443,17
075,40.67289,-73.89317,00
105,40.67897,-73.75985,23
108,40.73715,-73.930824,10
109,40.756317,-73.83369,23
114,40.77005,-73.927666,16
075,40.680016,-73.87743,12
105,40.72072,-73.731926,13
109,40.77825,-73.8416,08
075,40.6803,-73.8706,04
108,40.73675,-73.92821,19
114,40.761356,-73.935394,11
108,40.740913,-73.95226,14
114,40.768887,-73.90691,16
105,40.666714,-73.75156,12
075,40.667953,-73.87007,19
109,40.76941,-73.843285,11
108,40.746048,-73.89903,18
114,40.771,-73.90809,03
109,40.75667,-73.828804,18
075,40.66545,-73.88939,10
108,40.740784,-73.95166,04
105,40.676495,-73.747116,18
075,40.65718,-73.88898,17
105,40.7499,-73.72802,17
108,40.739964,-73.89424,20
075,40.683002,-73.883514,20
105,40.665634,-73.75817,04
109,40.753273,-73.82207,01
122,40.54443,-74.165405,16
075,40.659256,-73.89888,06
075,40.663643,-73.89084,19
105,40.73274,-73.729675,16
109,40.75641,-73.81895,08
075,40.666256,-73.900215,01
109,40.76565,-73.837425,19
075,40.663296,-73.88979,17
109,40.75828,-73.82698,08
075,40.681675,-73.879135,01
105,40.664017,-73.7686,19
108,40.746033,-73.93441,15
075,40.687187,-73.87514,23
109,40.76727,-73.82905,15
105,40.66552,-73.74467,23
075,40.678596,-73.882416,22
105,40.707306,-73.75122,10
075,40.666294,-73.89445,00
109,40.746025,-73.83332,14
109,40.76343,-73.807175,12
105,40.659748,-73.73537,01
075,40.678654,-73.89642,10
109,40.78781,-73.82341,02
105,40.67221,-73.734634,18
105,40.701984,-73.72732,03
075,40.686115,-73.86992,23
109,40.786358,-73.794685,11
075,40.662716,-73.8894,07
105,40.66564,-73.77896,00
109,40.75425,-73.827835,16
075,40.680016,-73.87743,18
105,40.7262,-73.73681,22
105,40.690144,-73.7296,06
075,40.674644,-73.88618,04
109,40.762505,-73.8037,15
105,40.721867,-73.743576,02
075,40.661167,-73.87969,19
105,40.661934,-73.76048,06
075,40.67122,-73.88276,07
109,40.766617,-73.8389,08
075,40.651974,-73.86542,11
105,40.652565,-73.74656,16
109,40.758892,-73.806076,18
109,40.773796,-73.846375,10
105,40.66675,-73.779945,23
105,40.672688,-73.73544,05
075,40.67632,-73.87467,23
109,40.759327,-73.82597,18
075,40.67637,-73.89804,17
105,40.694042,-73.73665,14
105,40.690914,-73.72819,06
109,40.785374,-73.840294,04
075,40.665596,-73.87431,17
105,40.691948,-73.730675,19
109,40.745327,-73.833435,08
075,40.655132,-73.88917,07
105,40.744644,-73.731186,00
109,40.760048,-73.834854,16
075,40.67385,-73.89155,19
105,40.71143,-73.72845,23
105,40.698624,-73.73223,22
105,40.693226,-73.73404,19
109,40.781693,-73.839615,07
075,40.66932,-73.88481,12
105,40.659817,-73.73047,17
075,40.66682,-73.88166,23
109,40.761093,-73.82687,17
075,40.6576,-73.889885,03
105,40.750378,-73.720436,23
109,40.762756,-73.82261,22
105,40.665794,-73.7464,14
075,40.680653,-73.86575,13
109,40.768105,-73.804825,21
075,40.65945,-73.89847,00
105,40.74355,-73.73246,11
075,40.681072,-73.874954,10
109,40.759567,-73.83015,18
109,40.75527,-73.81034,11
075,40.675636,-73.876396,18
109,40.759327,-73.82597,21
075,40.651974,-73.86542,13
105,40.665794,-73.7464,20
109,40.75684,-73.810135,00
075,40.68569,-73.87475,02
109,40.778614,-73.83887,17
105,40.73772,-73.70652,14
075,40.662014,-73.886826,17
105,40.666008,-73.789536,18
075,40.676834,-73.90017,21
105,40.71493,-73.7502,10
075,40.678947,-73.865166,16
075,40.663643,-73.87395,08
105,40.66675,-73.779945,17
105,40.697906,-73.727554,18
075,40.658413,-73.8861,11
105,40.73758,-73.70724,05
075,40.663876,-73.88849,18
075,40.65626,-73.89109,06
105,40.66227,-73.75844,20
105,40.71772,-73.737915,19
075,40.657555,-73.894196,16
110,40.73599,-73.86551,16
111,40.761143,-73.75549,16
113,40.666737,-73.78628,08
114,40.771076,-73.91872,13
115,40.758026,-73.85776,03
062,40.61582,-74.004944,13
103,40.712006,-73.75811,21
019,40.78408,-73.95857,07
043,40.834583,-73.86301,22
047,40.87829,-73.87006,20
067,40.649395,-73.9417,14
068,40.624123,-74.01063,08
107,40.7177,-73.81126,01
047,40.890556,-73.85343,03
061,40.6048,-73.966805,20
083,40.706573,-73.922874,02
104,40.70108,-73.907074,12
106,40.6539,-73.83857,06
109,40.76374,-73.8289,01
115,40.755863,-73.882385,08
044,40.839947,-73.90907,23
062,40.61015,-73.99523,08
072,40.66001,-74.00176,05
113,40.681984,-73.79459,01
047,40.881676,-73.84938,01
068,40.62258,-74.005066,03
083,40.69841,-73.913315,13
108,40.7432,-73.89589,15
111,40.75426,-73.74334,09
115,40.751034,-73.89716,02
044,40.84275,-73.924774,18
061,40.58584,-73.93788,17
113,40.673008,-73.78809,15
121,40.625004,-74.14762,17
122,40.544064,-74.16506,14
019,40.76649,-73.95696,08
044,40.837315,-73.92331,10
067,40.63406,-73.946815,22
090,40.712597,-73.967735,09
107,40.734688,-73.79845,16
110,40.75918,-73.84475,11
114,40.751972,-73.93197,15
061,40.607105,-73.96864,15
067,40.654526,-73.94417,07
072,40.643776,-74.008125,20
102,40.691326,-73.867096,17
109,40.78566,-73.855095,13
115,40.757183,-73.85503,16
121,40.593155,-74.16262,17
044,40.834515,-73.91771,17
047,40.896595,-73.86081,06
083,40.692795,-73.92116,08
104,40.721844,-73.90444,12
106,40.66484,-73.82229,21
108,40.74354,-73.9146,14
110,40.7338,-73.871414,16
111,40.76099,-73.79058,21
113,40.66783,-73.79812,10
102,40.700592,-73.85457,05
103,40.70882,-73.751854,18
113,0.0,0.0,15
121,40.63066,-74.14087,10
047,40.891903,-73.84425,14
103,40.69457,-73.80355,03
109,40.78781,-73.82341,21
114,40.76235,-73.92619,12
115,40.752144,-73.85951,22
044,40.83862,-73.92708,11
047,40.88469,-73.83592,15
068,40.62707,-74.01865,01
019,40.763428,-73.96522,18
061,40.599415,-73.95105,10
062,40.60148,-73.99306,14
083,40.708485,-73.92211,16
103,40.72,-73.76198,16
104,40.697536,-73.87106,22
108,40.74128,-73.90257,07
114,40.75308,-73.93718,14
115,40.74713,-73.88869,15
047,40.877476,-73.83661,08
106,40.66653,-73.806274,00
107,40.724163,-73.76744,00
121,40.635265,-74.16243,07
122,40.602425,-74.091354,14
047,40.884724,-73.83121,14
061,40.587307,-73.93939,21
102,40.70904,-73.84146,08
103,40.692463,-73.81082,02
109,40.75714,-73.8271,15
067,40.662216,-73.93047,14
102,40.685722,-73.85738,06
104,40.71346,-73.91522,15
113,40.69447,-73.78147,19
044,40.83639,-73.91588,17
103,40.696167,-73.8045,14
106,40.68246,-73.830025,09
108,40.732887,-73.920586,21
019,40.773335,-73.94421,17
062,40.597855,-74.004585,00
067,40.650177,-73.92892,19
108,40.74478,-73.93262,05
115,40.748848,-73.872375,19
122,40.60769,-74.08945,15
061,40.584625,-73.94713,09
083,40.701763,-73.9276,12
090,40.70858,-73.95838,18
106,40.685806,-73.80728,00
110,40.745483,-73.88861,15
113,40.69501,-73.745705,08
114,40.769436,-73.91711,00
043,40.835,-73.871925,18
072,40.666126,-73.9953,13
107,40.709827,-73.79821,20
121,40.63795,-74.14479,14
068,40.632736,-74.033165,16
104,40.70327,-73.86143,04
110,40.74973,-73.85426,21
113,40.66645,-73.75764,01
114,40.765705,-73.90801,04
043,40.835594,-73.866066,16
061,40.612724,-73.94418,14
067,40.639793,-73.929115,00
083,40.694687,-73.91112,18
090,40.70158,-73.95028,17
103,40.699013,-73.79573,10
109,40.75539,-73.828285,08
110,40.738705,-73.88759,20
115,40.75857,-73.8648,13
121,40.637577,-74.14701,13
062,40.59063,-73.993,22
067,40.649635,-73.9379,10
072,40.655895,-74.00591,07
108,40.728947,-73.92793,10
110,40.751038,-73.85497,05
047,40.879196,-73.86159,17
060,40.577213,-73.96329,10
102,40.70313,-73.816795,13
109,40.77676,-73.81596,08
044,40.844234,-73.92363,14
062,40.596745,-73.99799,11
102,40.709896,-73.83941,16
103,40.710316,-73.77173,08
104,40.702473,-73.90924,01
106,40.678757,-73.81347,23
043,40.83228,-73.871315,22
061,40.60777,-73.96069,16
067,40.6497,-73.95186,14
072,40.64815,-74.010826,14
106,40.666862,-73.8045,10
107,40.721462,-73.804535,11
113,40.67243,-73.75637,19
045,40.84118,-73.8461,09
068,40.628536,-74.01678,09
043,40.81192,-73.85791,00
047,40.876194,-73.85719,15
062,40.618816,-73.9933,19
067,0.0,0.0,16
107,40.716125,-73.82074,05
113,40.685097,-73.760735,07
068,40.631905,-74.00971,15
090,40.698677,-73.95886,11
104,40.73323,-73.892166,15
108,40.74473,-73.93359,06
109,40.780296,-73.825325,19
122,40.61074,-74.09583,13
062,40.612328,-73.97893,14
072,40.662296,-73.98874,14
102,40.690872,-73.85735,21
115,40.768276,-73.86524,16
047,40.87992,-73.85067,22
067,40.64856,-73.91524,11
083,40.69782,-73.927826,02
104,40.698154,-73.86969,08
106,40.68444,-73.83192,18
108,40.74689,-73.92081,13
114,40.765423,-73.89001,12
068,40.63396,-74.01476,09
121,40.570835,-74.16983,18
044,40.828114,-73.93107,03
047,40.886448,-73.86663,23
062,40.60872,-73.97379,23
083,40.697998,-73.92606,20
107,40.71069,-73.80245,18
109,40.782955,-73.84586,18
110,40.73653,-73.88042,03
113,40.69604,-73.75088,04
114,40.760944,-73.9163,15
115,40.761112,-73.86814,10
122,40.607838,-74.0872,16
083,40.69889,-73.91753,04
106,40.657127,-73.839386,11
107,40.722343,-73.77717,12
110,40.746204,-73.87927,10
090,40.71407,-73.954346,21
110,40.755066,-73.84419,11
114,40.75399,-73.90031,05
122,40.549397,-74.141304,15
043,40.832867,-73.85126,13
067,40.663204,-73.92247,05
072,40.656372,-74.009384,03
067,40.64378,-73.94016,02
083,40.692547,-73.90736,22
103,40.691875,-73.80401,12
108,40.742096,-73.95814,17
110,40.74849,-73.86355,22
